SchoolID,SchoolName,LowestGrade,HighestGrade,Address,City,State,Zip5,County,Phone,SchoolDays,HoursInSchoolDay,HasLibrary,PreSchoolEnrollment,KindergartenEnrollment,Grade1Enrollment,Grade2Enrollment,Grade3Enrollment,Grade4Enrollment,Grade5Enrollment,Grade6Enrollment,Grade7Enrollment,Grade8Enrollment,Grade9Enrollment,Grade10Enrollment,Grade11Enrollment,Grade12Enrollment,TotalEnrollment,FullTimeTeacherCount,StudentTeacherRatio
A0301348,GARDEN GATE MONTESSORI SCHOOL,2,3,4998 THEODORE ST,PLAINFIELD,IL,60586,WILL,8152545012,187,6,Yes,43,9,,,,,,,,,,,,,52,4,2.25
BB080737,GATEWAY MONTESSORI SCHOOL,2,11,4041 N PULASKI ROAD,CHICAGO,IL,60641,COOK,7735393025,180,7,No,10,40,2,4,4,4,4,2,,,,,,,70,3.1,19.35
A1701520,GCE LAB SCHOOL,14,17,1535 N DAYTON ST,CHICAGO,IL,60642,COOK,3126430991,180,6,Yes,,,,,,,,,,,16,11,10,10,47,5.9,7.96
A1701522,GENEVA CHRISTIAN SCHOOL,2,11,1745 KANEVILLE RD STE 2,GENEVA,IL,60134,KANE,6302328533,160,7,No,21,9,6,4,8,7,3,5,,,,,,,63,6.8,6.17
A1390167,GERMAN INTERNATIONAL SCHOOL CHICAGO,2,12,1447 W MONTROSE AVE,CHICAGO,IL,60613,COOK,7738808812,185,6.5,Yes,35,16,13,16,15,6,5,1,1,,,,,,108,8.5,8.58
A1370698,GERTRUGE B NIELSEN CHILD CARE & LEARNING CENTER,3,3,3835 WILLOW RD,NORTHBROOK,IL,60062,COOK,8475643022,200,7,Yes,,5,,,,,,,,,,,,,5,3.3,1.51
A0103078,GIANT STEPS ILLINOIS,3,17,2500 CABOT DR,LISLE,IL,60532,DUPAGE,6308643800,176,3.08,Yes,,3,2,13,10,8,8,12,19,12,17,16,9,28,157,20,7.85
00345395,GIBAULT CATHOLIC,14,17,501 COLUMBIA AVE,WATERLOO,IL,62236,MONROE,6189393883,176,7.03,Yes,,,,,,,,,,,52,53,52,54,211,24,8.79
01647806,GLENVIEW NEW CHURCH SCHOOL,2,11,74 PARK DR,GLENVIEW,IL,60025,COOK,8477240057,181,6.58,Yes,14,12,2,2,1,3,,2,,,,,,,36,3.9,5.64
A9701391,GLENWOOD ACADEMY,7,13,500 W 187TH ST,GLENWOOD,IL,60425,COOK,7087540175,176,8.11,Yes,,,,8,6,12,15,20,23,21,,,,,105,15.6,6.73
00351503,GLORIA DEI LUTHERAN SCHOOL,2,13,5259 S MAJOR AVE,CHICAGO,IL,60638,COOK,7735815259,180,6,No,4,3,5,3,5,5,5,3,6,6,,,,,45,5,8.2
AA900019,GOOD SHEPARD LUTHERAN ACADEMY,2,13,525 63RD ST,DOWNERS GROVE,IL,60516,DUPAGE,6308525081,173,6.83,Yes,27,4,6,6,10,8,4,7,4,3,,,,,79,5.6,9.28
00351172,GOOD SHEPHERD CHRISTIAN ACADEMY,2,13,3740 W BELDEN AVE,CHICAGO,IL,60647,COOK,7733425854,178,7.5,Yes,2,1,1,1,4,,4,2,3,3,,,,,21,2,9.5
02024981,GOOD SHEPHERD LUTHERAN SCHOOL,2,13,1300 BELT LINE RD,COLLINSVILLE,IL,62234,MADISON,6183443153,174,7,Yes,75,36,32,15,33,24,34,23,26,26,,,,,324,18.8,13.24
02025792,GOOD SHEPHERD LUTHERAN SCHOOL,2,13,3201 CT ST,PEKIN,IL,61554,TAZEWELL,3093472020,174,7.5,Yes,56,21,13,15,22,9,10,18,3,3,,,,,170,9,12.66
A9102413,GOVERNOR FRENCH ACADEMY,2,17,219 W MAIN ST,BELLEVILLE,IL,62220,ST. CLAIR,6182337542,176,8,Yes,8,9,9,15,12,15,10,9,9,7,7,8,6,6,130,9.3,13.11
02024642,GRACE CHRISTIAN ACADEMY,2,17,2499 WALDRON RD,KANKAKEE,IL,60901,KANKAKEE,8159394579,185,6.91,Yes,19,11,11,12,17,17,20,16,9,18,17,17,20,21,225,24.4,8.44
A1501575,GRACE CHRISTIAN SCHOOL,2,13,1314 E INDIANA AVE,PONTIAC,IL,61764,LIVINGSTON,8152192030,165,6.75,No,2,2,2,2,,4,3,,2,2,,,,,19,3.9,4.35
00350055,GRACE ENGLISH LUTHERAN SCHOOL,2,13,2725 N LARAMIE AVE,CHICAGO,IL,60639,COOK,7736372250,178,7,Yes,4,3,1,3,3,3,8,5,3,2,,,,,35,4.5,6.88
00354537,GRACE LUTHERAN SCHOOL,2,13,7300 DIVISION ST,RIVER FOREST,IL,60305,COOK,7083666900,176,6.75,Yes,26,14,16,17,23,18,23,23,23,27,,,,,210,16.1,11.42
A0901438,GREENBROOK MONTESSORI SCHOOL,2,5,1675 GREENBROOK BLVD,HANOVER PARK,IL,60133,DUPAGE,6308301675,193,10.98,No,77,15,,,,,,,,,,,,,92,6,2.5
A1792043,GREENFIELDS ACADEMY,3,13,3232 N ELSTON AVE,CHICAGO,IL,60618,COOK,8006130711,178,6.75,No,,4,5,4,5,5,7,4,5,1,,,,,40,4,10
A0901480,GUARDIAN ANGEL ORTHODOX DAY SCHOOL,2,11,2350 E DEMPSTER ST,DES PLAINES,IL,60016,COOK,8478275519,183,6.66,No,70,26,24,16,14,14,14,12,,,,,,,190,13.9,8.63
A1701532,GUIDANCE EDUCATION ACADEMY,2,13,7045 N WESTERN AVE,CHICAGO,IL,60645,COOK,7737648274,180,7.25,Yes,45,14,14,14,10,6,8,5,5,6,,,,,127,16.9,4.85
A0501550,HADI SCHOOL OF EXCELLENCE,2,11,375 S ROSELLE RD,SCHAUMBURG,IL,60193,COOK,8478914440,,7,Yes,28,21,14,4,8,9,8,6,,,,,,,98,10.9,6.42
00344846,HALES FRANCISCAN HIGH SCHOOL,14,14,4930 S COTTAGE GROVE AVE,CHICAGO,IL,60615,COOK,7732858400,176,7,No,,,,,,,,,,,9,,,,9,1.1,8.18
A1100993,HAMILTON ACADEMY,12,17,180 S 8TH ST,WEST DUNDEE,IL,60118,KANE,8476959732,186,6,No,,,,,,,,,1,2,1,4,7,2,17,4,4.25
A1501578,HAMMITT SCHOOL - THE BABY FOLD,3,17,108 E WILLOW ST,NORMAL,IL,61761,MCLEAN,3094517244,176,5.5,No,,3,3,7,14,7,16,9,10,7,19,15,7,13,133,52,2.55
A9102419,HANNA SACKS BAIS YAAKOV HIGH SCHOOL,14,17,3021 W DEVON AVE,CHICAGO,IL,60659,COOK,7733389222,150,9.11,Yes,,,,,,,,,,,21,35,33,35,124,16.6,7.46
A0700845,HARVEST CHRISTIAN ACADEMY,2,17,1000 N RANDALL RD,ELGIN,IL,60123,KANE,8472143500,169,5.86,Yes,106,38,35,34,33,43,48,48,50,43,51,42,53,61,685,40.1,14.43
A0700848,HELLO MONTESSORI PRESCHOOL & KINDERGARTEN,2,4,18850 RIEGEL RD,HOMEWOOD,IL,60430,COOK,7086478054,164,6.5,Yes,9,3,,,,,,,,,,,,,12,1,3
BB180973,HELPING HAND SCHOOL,1,1,9649 W 55TH ST,LA GRANGE,IL,60525,COOK,7083523580,181,5,Yes,,,,,,,,,,,,,,,50,8,6.25
A0103085,HERITAGE CHRISTIAN SCHOOL,2,17,21739 S LA GRANGE RD,FRANKFORT,IL,60423,WILL,8154649100,181,7,No,1,3,3,3,2,1,5,4,2,6,7,1,2,6,46,9.8,4.59
A1101002,HERITAGE PREPARATORY ACADEMY,10,17,202 W GREEN BOX 96,ROBERTS,IL,60962,FORD,2172492282,180,6,No,,,,,,,1,2,2,2,2,2,3,9,23,0.4,57.5
A1701536,HIGH ROAD SCHOOL OF BLOOMINGTON,6,17,1316 E EMPIRE ST STE A,BLOOMINGTON,IL,61701,MCLEAN,3094548700,180,7,No,,,1,2,6,2,5,,3,6,8,8,3,4,48,7,6.85
A9300340,HIGHLAND CHRISTIAN ACADEMY,2,13,2250 W HIGHLAND AVE,ELGIN,IL,60123,KANE,8477415530,168,6.5,Yes,8,4,5,5,10,6,7,6,3,1,,,,,55,7.5,6.26
A9102427,HIGHLAND PARK MONTESSORI,2,3,1301 CLAVEY RD,HIGHLAND PARK,IL,60035,LAKE,8474333383,160,5.5,No,35,19,,,,,,,,,,,,,54,3.1,6.12
00352948,HILLEL TORAH NORTH SUBURBAN DAY SCHOOL,2,13,7120 LARAMIE AVE,SKOKIE,IL,60077,COOK,8476746533,168,8,Yes,59,50,43,45,39,41,41,40,30,39,,,,,427,65.1,5.65
BB941280,HINES CHILD CARE CENTER,2,3,5000 S 5TH AVE,HINES,IL,60141,COOK,7082027115,260,10.75,No,16,6,,,,,,,,,,,,,22,1.9,3.15
01932939,HINSDALE ADVENTIST ACADEMY,2,17,631 E HICKORY ST,HINSDALE,IL,60521,COOK,6303239211,180,7.25,Yes,14,13,8,10,10,8,12,16,14,14,14,17,11,15,176,19.3,8.39
00348013,HOLY ANGELS CATHOLIC SCHOOL,2,13,720 KENSINGTON PL,AURORA,IL,60506,KANE,6308973613,185,6.5,Yes,26,36,44,45,35,48,47,42,54,60,,,,,437,23.3,17.63
A1301287,HOLY CROSS CATHOLIC SCHOOL,2,13,2300 MAIN ST,BATAVIA,IL,60510,KANE,6305935290,176,7,Yes,47,34,41,44,37,39,38,50,53,36,,,,,419,26.4,14.09
00346901,HOLY CROSS ELEMENTARY SCHOOL,2,13,410 W WHITE ST,CHAMPAIGN,IL,61820,CHAMPAIGN,2173569521,176,5.83,Yes,48,24,26,17,23,24,30,28,38,29,,,,,287,25.8,9.26
00350215,HOLY CROSS LUTHERAN CHURCH & SCHOOL,2,13,304 S ST,COLLINSVILLE,IL,62234,MADISON,6183443145,176,6,Yes,30,15,18,17,21,10,16,12,8,5,,,,,152,12.3,9.91
A0501556,HOLY FAMILY CATHOLIC ACADEMY,2,13,2515 W PALATINE RD,INVERNESS,IL,60067,COOK,8479073452,180,7,Yes,170,48,29,43,28,35,38,26,33,24,,,,,474,21.3,14.27
00346424,HOLY FAMILY CATHOLIC SCHOOL,2,13,145 E GRAND AVE,BENSENVILLE,IL,60106,DUPAGE,6307660116,169,6.5,No,19,14,13,18,16,6,8,16,13,14,,,,,137,12.5,9.44
00347814,HOLY FAMILY CATHOLIC SCHOOL,2,13,4407 HIGHCREST RD,ROCKFORD,IL,61107,WINNEBAGO,8153985331,176,7,Yes,36,27,24,28,37,33,42,46,46,45,,,,,364,25,13.12
00348658,HOLY FAMILY CATHOLIC SCHOOL,2,13,2400 S FRANKLIN ST RD,DECATUR,IL,62521,MACON,2174237049,180,7.08,Yes,40,30,21,21,16,18,18,21,19,17,,,,,221,15.3,11.83
00347337,HOLY FAMILY ELEMENTARY SCHOOL,2,13,336 ALICE AVE,OGLESBY,IL,61348,LASALLE,8158838916,174,5.75,Yes,26,19,15,21,13,19,17,25,15,17,,,,,187,10.1,15.94
00347268,HOLY FAMILY PARISH SCHOOL,2,13,2329 W RESERVOIR BLVD,PEORIA,IL,61615,PEORIA,3096882931,176,7,Yes,19,20,15,16,13,22,9,12,15,19,,,,,160,15,9.4
00346082,HOLY FAMILY SCHOOL,2,13,600 BROOKFOREST AVE,SHOREWOOD,IL,60404,WILL,8157258149,176,6.75,Yes,57,31,29,32,30,30,26,30,25,26,,,,,316,15.8,16.39
AA890314,HOLY FAMILY SCHOOL,2,13,3415 W ARTHINGTON ST,CHICAGO,IL,60624,COOK,7732650550,178,7,Yes,80,20,32,24,40,39,25,21,20,19,,,,,320,15.5,15.48
00346796,HOLY GHOST SCHOOL,2,13,260 N WOOD DALE RD,WOOD DALE,IL,60191,DUPAGE,6307664508,176,7,Yes,21,11,11,7,7,16,14,15,11,14,,,,,127,11.3,9.38
00345464,HOLY TRINITY CATHOLIC SCHOOL,2,13,504 FOUNTAINS PKWY,FAIRVIEW HEIGHTS,IL,62208,ST. CLAIR,6186287395,176,7,Yes,29,23,17,29,31,28,30,23,20,21,,,,,251,14,15.85
00339712,HOLY TRINITY HIGH SCHOOL,14,17,1443 W DIVISION ST,CHICAGO,IL,60642,COOK,7732784212,176,7,Yes,,,,,,,,,,,90,71,100,81,342,25.6,13.35
00346377,HOLY TRINITY SCHOOL,2,13,108 S LINDEN AVE,WESTMONT,IL,60559,DUPAGE,6309710184,169,7.25,Yes,27,19,9,16,26,11,14,9,14,16,,,,,161,15.8,8.48
AB911505,HOMEWOOD CHRISTIAN ACADEMY,2,13,20820 WESTERN AVE,OLYMPIA FIELDS,IL,60461,COOK,7085351524,188,7,Yes,6,3,6,3,6,7,6,5,3,1,,,,,46,6,6.66
A1701538,HOPE EXCEL REACHING THE WORLD ACADEMY,2,6,4821 W CHICAGO AVE,CHICAGO,IL,60651,COOK,7733621076,195,6.5,Yes,10,6,2,,,,,,,,,,,,18,2.5,3.2
A0971057,HOUSE OF CHILDREN,2,3,2521 HARDING LN,WOODSTOCK,IL,60098,MCHENRY,8153374663,257,8,No,57,23,,,,,,,,,,,,,80,1.4,16.42
A0103087,HYDE PARK DAY SCHOOL,7,13,6254 S ELLIS AVE,CHICAGO,IL,60637,COOK,7734202550,176,5.5,No,,,,4,7,9,10,14,9,4,,,,,57,21.4,2.66
A1701541,HYDE PARK DAY SCHOOL CHICAGO CAMPUS,8,13,6254 S ELLIS AVE,CHICAGO,IL,60637,COOK,7734202550,178,6.75,No,,,,,4,15,9,11,12,5,,,,,56,11,5.09
BB060698,HYDE PARK DAY SCHOOL NORTHFIELD,7,13,1980 OLD WILLOW RD,NORTHFIELD,IL,60093,COOK,8474467025,176,6.75,No,,,,1,6,7,14,12,10,7,,,,,57,12.6,4.52
01605479,IC CATHOLIC PREP,14,17,217 S COTTAGE HILL,ELMHURST,IL,60126,DUPAGE,6305303460,180,7.08,Yes,,,,,,,,,,,75,98,62,86,321,25.9,12.39
BB060775,ICCI ACADEMY,2,13,6435 W BELMONT AVE,CHICAGO,IL,60634,COOK,7736373755,191,7,Yes,10,13,11,8,2,5,4,7,5,1,,,,,66,8.8,6.36
A0301355,ICN FULL-TIME SCHOOL,2,3,2844 W OGDEN AVE,NAPERVILLE,IL,60540,DUPAGE,6305446164,180,5.75,No,37,16,,,,,,,,,,,,,53,2.4,6.66
00354774,IDA CROWN JEWISH ACADEMY,14,17,8233 CENTRAL PARK AVE,SKOKIE,IL,60076,COOK,7739731450,164,8.56,Yes,,,,,,,,,,,65,57,61,58,241,36,6.69
A0301352,IL CENTRAL CHRISTIAN SCHOOL,2,17,22648 GROSENBACH RD,WASHINGTON,IL,61571,TAZEWELL,3016982000,180,7.5,Yes,3,11,4,6,7,7,2,4,9,10,4,7,8,8,90,12.1,7.19
A0700832,ILLINOIS LUTHERAN ELEMENTARY SCHOOL,2,11,448 CASS ST,CRETE,IL,60417,WILL,7086725969,180,7.08,Yes,16,20,17,18,16,17,24,20,,,,,,,148,7.9,16.7
K9302104,ILLINOIS LUTHERAN HIGH SCHOOL,2,17,1610 MAIN ST,CRETE,IL,60417,WILL,7086723262,180,7.08,Yes,16,20,18,18,16,17,24,20,27,27,26,37,31,34,331,20.8,15.14
A1301290,ILM MONTESSORI INC,2,8,241 E ROOSEVELT RD,LOMBARD,IL,60148,DUPAGE,6304058456,180,6.75,Yes,25,14,12,22,7,,,,,,,,,,80,3,18.33
00345555,IMMACULATE CONCEPTION,2,13,321 S METTER AVE,COLUMBIA,IL,62236,MONROE,6182815353,176,6.33,No,41,44,36,43,33,35,26,38,25,28,,,,,349,21,14.66
00346504,IMMACULATE CONCEPTION GRADE SCHOOL,2,13,132 ARTHUR ST,ELMHURST,IL,60126,DUPAGE,6305303490,176,7,Yes,46,46,39,41,42,49,50,56,50,57,,,,,476,,
00346719,IMMACULATE CONCEPTION SCHOOL,2,13,505 E N ST,MORRIS,IL,60450,GRUNDY,8159424111,176,5.5,Yes,233,15,15,19,24,18,23,10,20,21,,,,,398,13.3,12.4
00347213,IMMACULATE CONCEPTION SCHOOL,2,13,115 N B ST,MONMOUTH,IL,61462,WARREN,3097346037,174,6,Yes,12,13,11,19,22,17,13,17,24,17,,,,,165,13.9,11
00343387,IMMACULATE CONCEPTION SCHOOL,2,13,7263 W TALCOTT AVE,CHICAGO,IL,60631,COOK,7737750545,182,7.16,Yes,95,45,45,43,49,46,60,46,59,51,,,,,539,24.9,17.83
BB040724,IMMACULATE CONCEPTION SCHOOL - EXCHANGE,2,13,8739 S EXCHANGE AVE,CHICAGO,IL,60617,COOK,7733754674,180,8,Yes,18,20,23,20,18,20,18,22,21,26,,,,,206,15.3,12.28
00349538,IMMANUEL CHRISTIAN ACADEMY,2,13,2329 S WOLF RD,HILLSIDE,IL,60162,COOK,7085625580,174,6.75,Yes,13,5,7,7,9,7,9,2,2,2,,,,,63,6.3,7.93
00351955,IMMANUEL EVANGELICAL SCHOOL,2,13,1310 N FROLIC AVE,WAUKEGAN,IL,60085,LAKE,8472490011,174,7,Yes,13,6,10,6,7,8,3,5,2,7,,,,,67,4.9,11.02
00349516,IMMANUEL LUTHERAN,2,13,148 E 3RD ST,ELMHURST,IL,60126,DUPAGE,6308329302,177,5.33,Yes,125,32,14,8,22,9,12,11,5,5,,,,,243,14.3,8.25
00349618,IMMANUEL LUTHERAN SCHOOL,2,13,200 N PLUM GROVE RD,PALATINE,IL,60067,COOK,8473591936,175,6.5,Yes,92,45,19,12,21,13,25,23,21,23,,,,,294,12.6,16.03
00349684,IMMANUEL LUTHERAN SCHOOL,2,13,5 S VAN BUREN ST,EAST DUNDEE,IL,60118,KANE,8474281010,173,5.75,Yes,57,30,22,26,27,23,28,23,26,21,,,,,283,12.9,17.51
00349742,IMMANUEL LUTHERAN SCHOOL,2,13,300 S PATHWAY CT,CRYSTAL LAKE,IL,60014,MCHENRY,8154591444,174,6.33,Yes,30,25,21,17,14,25,20,15,17,31,,,,,215,14.5,12.75
00351296,IMMANUEL LUTHERAN SCHOOL,2,13,1225 E 2ND ST,BELVIDERE,IL,61008,BOONE,8155475346,176,6.75,Yes,49,23,25,18,24,23,23,18,18,24,,,,,245,11.4,17.19
00351321,IMMANUEL LUTHERAN SCHOOL,2,13,1964 W PEARL CITY RD,FREEPORT,IL,61032,STEPHENSON,8152323511,177,7,Yes,27,8,14,8,13,12,10,18,2,13,,,,,125,10,9.8
00351401,IMMANUEL LUTHERAN SCHOOL,2,13,606 S HANOVER ST,OKAWVILLE,IL,62271,WASHINGTON,6182436142,180,7,Yes,34,6,1,8,6,4,2,8,8,4,,,,,81,6.6,7.12
K9302132,IMMANUEL LUTHERAN SCHOOL,2,13,950 HART RD,BATAVIA,IL,60510,KANE,6304060157,175,7.13,Yes,80,17,14,11,10,21,14,21,17,20,,,,,225,12.3,11.78
00340546,INFANT JESUS OF PRAGUE SCHOOL,2,13,1101 DOUGLAS AVE,FLOSSMOOR,IL,60422,COOK,7087995200,180,6,Yes,32,13,29,27,19,34,38,41,50,46,,,,,329,18.8,15.79
A0103140,INNOVATIONS ACADEMY,8,17,1360 E IRVING PARK RD,STREAMWOOD,IL,60107,COOK,6305403900,176,7,Yes,,,,,3,2,3,4,4,3,1,7,6,13,46,10,4.6
A9901781,INSTITUTE OF ISLAMIC EDUCATION,6,17,1280 BLUFF CITY BLVD,ELGIN,IL,60120,COOK,8476954685,180,8,Yes,,,3,3,4,3,4,11,6,8,5,11,5,3,66,6,11
A9102438,INTERCULTURAL MONTESSORI LANGUAGE SCHOOL,2,3,301 S RIDGELAND AVE,OAK PARK,IL,60302,COOK,7088486626,200,7,No,49,13,,,,,,,,,,,,,62,6,2.16
A1101009,INTERCULTURAL MONTESSORI LANGUAGE SCHOOL,2,11,114 S RACINE AVE,CHICAGO,IL,60607,COOK,3122651514,176,7,Yes,117,44,21,24,12,15,9,6,,,,,,,248,14,9.35
A1790246,INTIRAYMI SPANISH MONTESSORI CHILDREN'S HOUSE,2,4,53 NORTHGATE RD,RIVERSIDE,IL,60546,COOK,7088539466,170,8,No,12,4,,,,,,,,,,,,,16,2,2
A9303018,JOAN DACHS BAIS YAAKOV ELEMENTARY SCHOOL,2,13,6122 N CALIFORNIA AVE,CHICAGO,IL,60659,COOK,7735835329,209,7.25,Yes,92,78,89,76,65,46,71,66,59,48,,,,,690,98.9,6.04
A9102442,JOLIET CATHOLIC ACADEMY,14,17,1200 N LARKIN AVE,JOLIET,IL,60435,WILL,8157410500,176,6,Yes,,,,,,,,,,,170,174,169,163,676,56,12.07
00353045,JOLIET MONTESSORI SCHOOL,2,13,1600 ROOT ST,CREST HILL,IL,60403,WILL,8157414180,180,6,No,22,10,6,7,8,6,7,10,5,7,,,,,88,5,13.2
A0501559,JORDAN BAPTIST SCHOOL,2,17,5040 W 87TH ST,BURBANK,IL,60459,COOK,7086368635,176,6.83,Yes,1,1,5,4,7,1,5,2,8,6,9,11,9,7,76,8.9,8.42
00347381,JORDAN CATHOLIC SCHOOL,2,13,2901 24TH ST,ROCK ISLAND,IL,61201,ROCK ISLAND,3097937350,175,7.16,Yes,64,36,42,38,27,37,31,38,39,31,,,,,383,25.5,12.5
BB120737,JOSEPH ACADEMY,9,17,9003 S KOSTNER AVE,HOMETOWN,IL,60456,COOK,7089521100,205,6.08,Yes,,,,,,1,2,2,1,3,5,8,6,6,34,3,11.33
BB100615,JOSEPH ACADEMY-MELROSE PARK,6,13,1100 N 22ND AVE,MELROSE PARK,IL,60160,COOK,7083454500,178,6,Yes,,,1,1,1,2,6,1,3,6,,,,,21,3,7
00343412,JOSEPHINUM ACADEMY OF THE SACRED HEART,14,17,1501 N OAKLEY BLVD,CHICAGO,IL,60622,COOK,7732761261,190,7.5,Yes,,,,,,,,,,,58,47,35,48,188,25.6,7.34
A1501587,JTC ACADEMY,6,17,353 N 88TH ST,CENTREVILLE,IL,62203,ST. CLAIR,6183982524,208,6.5,No,,,1,1,1,2,6,7,7,12,6,20,16,10,89,12,7.41
02023536,JUDAH CHRISTIAN SCHOOL,2,17,908 N PROSPECT AVE,CHAMPAIGN,IL,61820,CHAMPAIGN,2173591701,165,7.41,Yes,59,23,35,24,34,29,31,45,40,44,39,37,37,18,495,40.5,10.76
02024653,KANKAKEE TRINITY ACADEMY,2,17,1580 BUTTERFIELD TRL,KANKAKEE,IL,60901,KANKAKEE,8159358080,176,7.08,No,45,20,10,20,13,15,20,21,20,18,25,27,29,19,302,27,9.51
00351809,KEITH COUNTRY DAY SCHOOL,2,17,1 JACOBY PL,ROCKFORD,IL,61107,WINNEBAGO,8153998823,176,7.25,Yes,43,15,23,8,13,17,4,13,12,12,20,17,16,37,250,31.1,6.65
A9102445,KEMMERER VILLAGE SCHOOL,12,17,941 N 2500 E RD,ASSUMPTION,IL,62510,CHRISTIAN,2172262139,181,7,Yes,,,,,,,,,2,2,12,7,5,2,30,6,5
02023933,KENSINGTON SCHOOL OF LAGRANGE,2,3,125 N KENSINGTON AVE,LA GRANGE,IL,60525,COOK,7083541998,,8,No,120,16,,,,,,,,,,,,,136,1,16
BB181026,KESHET DAY SCHOOLS,6,17,600 ACADEMY DR STE 130,NORTHBROOK,IL,60062,COOK,8472050274,177,6.5,No,,,1,1,2,1,4,9,4,3,2,4,1,2,45,8,5.62
A9501656,KEYSTONE MONTESSORI SCHOOL,2,13,7415 N AVE,RIVER FOREST,IL,60305,COOK,7083661080,167,6.5,No,69,16,10,5,7,8,5,5,6,7,,,,,138,7.8,8.84
BB080853,KID'Z COLONY,2,3,6287 S ARCHER AVE,CHICAGO,IL,60638,COOK,7737678522,171,5,No,112,9,,,,,,,,,,,,,121,1,9
A1370720,KIDS IN HARMONY DAY SCHOOL,2,4,4328 N MILWAUKEE AVE,CHICAGO,IL,60641,COOK,7736858812,220,6.5,Yes,35,28,,,,,,,,,,,,,63,2,14
A1370725,KIDSUCCESS,2,4,PO BOX 308,INGLESIDE,IL,60041,LAKE,8475875437,180,6.5,No,28,15,,,,,,,,,,,,,43,1,15
AA000085,KIEFER SCHOOL,6,17,404 NE MADISON AVE,PEORIA,IL,61603,PEORIA,3096877236,176,6,Yes,,,2,4,5,9,9,7,15,12,20,11,11,11,118,19,6.21
BB080620,KINDERCARE LEARNING CENTER,2,3,780 SCHOENBECK RD,WHEELING,IL,60090,COOK,8474599231,180,6.5,Yes,20,10,,,,,,,,,,,,,30,1,10
A0971090,KINDERCARE LEARNING CENTER,2,4,550 W CUBA RD,LAKE ZURICH,IL,60047,LAKE,8474389330,253,,No,10,1,,,,,,,,,,,,,11,1,1
A9706259,KINDERCARE LEARNING CENTER,2,6,745 LONG GROVE DR,AURORA,IL,60504,DUPAGE,3088200220,180,6,No,18,23,24,,,,,,,,,,,,65,1,47
A0507589,KINDERCARE LEARNING CENTER,2,4,12404 ARCHER AVE,LEMONT,IL,60439,COOK,6302571142,167,7,No,35,15,,,,,,,,,,,,,50,2,7.5
A0507602,KINDERCARE LEARNING CENTER,2,3,2S726 IL ROUTE 53,GLEN ELLYN,IL,60137,DUPAGE,6308589333,250,10,No,14,7,,,,,,,,,,,,,77,1,63
A0507618,KINDERCARE LEARNING CENTER,2,3,300 W KENSINGTON RD,MOUNT PROSPECT,IL,60056,COOK,8472551585,250,9.5,No,20,15,,,,,,,,,,,,,35,1,15
A0507613,KINDERCARE LEARNING CENTER-LINDENHURST,2,5,6480 GURNEE MILLS CIR,GURNEE,IL,60031,LAKE,8473601135,185,10.5,No,60,18,,,,,,,,,,,,,78,2.5,7.2
A1301296,KINDI ACADEMY,2,13,5801 WESTVIEW,LISLE,IL,60532,DUPAGE,6305604900,175,7.5,No,56,17,26,17,12,14,12,9,9,2,,,,,174,28.3,4.16
BB161059,KINGDOM ACADEMY LEARNING CENTER,2,3,2053 W HOWARD ST,CHICAGO,IL,60645,COOK,8728062316,248,10,Yes,11,7,,,,,,,,,,,,,18,2.9,2.41
A1701550,KINGSWAY PREPARATORY SCHOOL,2,10,2010 DEWEY AVE,EVANSTON,IL,60201,COOK,2242088282,176,6.5,Yes,10,2,2,3,,2,2,,,,,,,,21,4.4,2.5
A9901773,KINGSWOOD ACADEMY,2,13,133 PLAINFIELD RD,DARIEN,IL,60561,DUPAGE,6308871411,161,5.83,Yes,20,8,9,13,8,9,15,8,17,15,,,,,122,13.8,7.39
A9501657,KINGSWOOD SCHOOL,2,16,PO BOX 834,URBANA,IL,61803,CHAMPAIGN,2173445540,170,6,No,1,1,,,,,,,2,,1,1,2,,8,5.9,1.18
A1790247,KLA SCHOOLS OF PLAINFIELD,2,4,12456 S VAN DYKE RD,PLAINFIELD,IL,60585,WILL,8156179552,,4,No,10,20,,,,,,,,,,,,,30,1.9,10.52
A1370728,KNOWLEDGE BEGINNINGS,2,3,2401 COMPASS RD,GLENVIEW,IL,60026,COOK,8477290204,,6,No,17,20,,,,,,,,,,,,,37,1.9,10.52
A1501590,KORAES ELEMENTARY SCHOOL,2,13,11025 S ROBERTS RD,PALOS HILLS,IL,60465,COOK,7089743402,177,6.75,No,25,24,13,23,6,12,23,7,15,7,,,,,155,13,10
A1301298,LA CASA MONTESSORI SCHOOL,2,10,514 ADAMS ST,OAK PARK,IL,60304,COOK,7087638616,182,6,Yes,50,6,3,2,3,3,1,,,,,,,,70,8.8,2.27
A1370732,LA PETITE ACADEMY,2,3,2120 CALISTOGA DR,NEW LENOX,IL,60451,WILL,8154852770,250,6,No,15,14,,,,,,,,,,,,,29,1,14
02024777,LA SALLE PERU CHRISTIAN SCHOOL,2,17,PO BOX 1043,LA SALLE,IL,61301,LASALLE,8152231037,168,5.75,Yes,8,6,3,9,5,11,7,6,4,,4,,3,1,67,6.3,9.36
A9102448,LAHR-WELL CHRISTIAN ACADEMY,1,1,PO BOX 401,GLEN CARBON,IL,62034,MADISON,6182888024,169,7,No,,,,,,,,,,,,,,,17,4.3,3.95
